##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	28_4D_mbnl_S20_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	12428766
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1109	12-13	0.06788542711136358
1109	14-15	0.01980995616376191
1109	16-17	0.03826932915006864
1109	18-19	0.038149197406532664
1109	20-21	0.06659381792882613
1109	22-23	0.0817185896663517
1109	24-25	0.08536014479717124
1109	26-27	0.07576670044413447
1109	28-29	0.04877583107580108
1109	30-31	0.06161117901230995
1109	32-33	0.0519894532040297
1109	34-35	0.029818011098718955
1109	36-37	0.06825717056860725
1109	38-39	0.0650584739960749
1109	40-41	0.03241129772825957
1109	42-43	0.09337686190370675
1109	44-45	0.07537344723132122
1109	46-47	0.0983552425631018
1109	48-49	0.08055513879264709
1109	50-51	0.11165409244100744
1109	52-53	0.11748674430383943
1109	54-55	0.1477977408516935
1109	56-57	0.14248412270813304
1109	58-59	0.1691556797331657
1109	60-61	0.1314033954825291
1109	62-63	0.1437168428217177
1109	64-65	0.0888672339147547
1109	66-67	0.08656849136770006
1109	68-69	0.09468141699485955
1109	70-71	0.11478365367854337
1109	72-73	0.07331074207456112
1109	74-75	0.09124926312549775
1109	76-77	0.019025916246391716
1109	78-79	0.19427958138201262
1109	80-81	0.24090033546094958
1109	82-83	0.15354544620137744
1109	84-85	0.1967351088639404
1109	86-87	0.20249149427172597
1109	88-89	0.30052924509384127
1109	90-91	0.3138186331237165
1109	92-93	0.371673398633817
1109	94-95	0.3878946104681944
1109	96-97	0.294307759640958
1109	98-99	0.5357156831735779
1109	100-101	0.4631777588597856
1110	1	-0.24737958411084549
1110	2	0.07452802112310408
1110	3	-0.3138571117156346
1110	4	-0.04382510449753596
1110	5	0.1301778784292793
1110	6	0.12113936578815299
1110	7	0.06270148060828262
1110	8	0.04729413186490916
1110	9	0.10333762694257587
1110	10-11	0.10793631512986224
1110	12-13	0.07867968787554958
1110	14-15	0.10296940861803705
1110	16-17	0.16403142429865625
1110	18-19	0.08511207246416319
1110	20-21	0.06552679419277041
1110	22-23	0.096741263920741
1110	24-25	0.08662798988400056
1110	26-27	0.11688428106840831
1110	28-29	0.11100173231253763
1110	30-31	0.1759969684449132
1110	32-33	0.09246312805469614
1110	34-35	0.07312264838709837
1110	36-37	0.10791609313213968
1110	38-39	0.11734293882251734
1110	40-41	0.07560901135228448
1110	42-43	0.10295829850711868
1110	44-45	0.11962852826798809
1110	46-47	0.0843964738569909
1110	48-49	0.14683357767093952
1110	50-51	0.08632419823407389
1110	52-53	0.1576942164473607
1110	54-55	0.1588241557243677
1110	56-57	0.16615302870302173
1110	58-59	0.13703859721424294
1110	60-61	0.12848939872223042
1110	62-63	0.12467834507204145
1110	64-65	0.13915233686323347
1110	66-67	0.15387301519427865
1110	68-69	0.13320044075666004
1110	70-71	0.17266340469024044
1110	72-73	0.16629359244419817
1110	74-75	0.15965350136630718
1110	76-77	0.30708012885771296
1110	78-79	0.30001571912625735
1110	80-81	0.24041460227643086
1110	82-83	0.16418138349642675
